date,sku,produit,categorie,ville,marche,source,methode,prix,devise,marque,origine,rupture,promo,promo_detail,paiement_momo
2026-07-24,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,Relevés terrain Kobo,terrain,55000,XAF,Tecno,,0,0,,0
2026-07-24,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,56300,XAF,Tecno,,0,0,,0
2026-07-25,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,28300,XAF,Mémé,,0,1,,0
2026-07-25,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,27500,XAF,Mémé,,0,0,,0
2026-07-25,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,1760,XAF,Mayor,,0,0,,1
2026-07-25,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,910,XAF,,,0,0,,0
2026-07-25,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,CoinAfrique,scrape,910,XAF,,,1,1,,0
2026-07-25,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Jumia Cameroun,scrape,5500,XAF,Dangote,,0,0,,1
2026-07-25,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,5610,XAF,Dangote,,0,0,,1
2026-07-25,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Jumia Cameroun,scrape,5400,XAF,Dangote,,0,0,,1
2026-07-25,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,CoinAfrique,scrape,189800,XAF,Hisense,Chine,0,0,,0
2026-07-25,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,189400,XAF,Hisense,Chine,0,0,,0
2026-07-25,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,Jumia Cameroun,scrape,185200,XAF,Hisense,Chine,0,0,,0
2026-07-25,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Jumia Cameroun,scrape,54900,XAF,Tecno,,0,0,,0
2026-07-25,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,55700,XAF,Tecno,,0,0,,1
2026-07-25,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,55800,XAF,Tecno,,0,0,,0
2026-07-26,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,28700,XAF,Mémé,,0,0,,0
2026-07-26,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,27600,XAF,Mémé,,0,0,,1
2026-07-26,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,28400,XAF,Mémé,,0,0,,0
2026-07-26,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,28400,XAF,Mémé,,0,0,,0
2026-07-26,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,28500,XAF,Mémé,,0,0,,0
2026-07-26,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,1850,XAF,Mayor,,0,1,,1
2026-07-26,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,1770,XAF,Mayor,,0,0,,1
2026-07-26,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,1750,XAF,Mayor,,0,0,,0
2026-07-26,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,920,XAF,,,0,0,,0
2026-07-26,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,880,XAF,,,0,0,,1
2026-07-26,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,900,XAF,,,0,1,remise MoMo -5%,0
2026-07-26,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,CoinAfrique,scrape,5560,XAF,Dangote,,0,1,,1
2026-07-26,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,5800,XAF,Dangote,,0,0,,0
2026-07-26,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,180000,XAF,Hisense,Chine,0,0,,0
2026-07-26,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,188400,XAF,Hisense,Chine,0,0,,1
2026-07-26,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,CoinAfrique,scrape,54600,XAF,Tecno,,0,0,,1
2026-07-26,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,56500,XAF,Tecno,,0,0,,1
2026-07-26,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,54500,XAF,Tecno,,0,0,,0
2026-07-26,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Relevés terrain Kobo,terrain,55700,XAF,Tecno,,0,1,,1
2026-07-27,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,28900,XAF,Mémé,,0,1,,0
2026-07-27,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,28600,XAF,Mémé,,0,0,,0
2026-07-27,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,1840,XAF,Mayor,,0,0,,1
2026-07-27,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,900,XAF,,,1,0,,0
2026-07-27,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Relevés terrain Kobo,terrain,5570,XAF,Dangote,,0,0,,1
2026-07-27,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,Jumia Cameroun,scrape,5680,XAF,Dangote,,0,0,,0
2026-07-27,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,5830,XAF,Dangote,,0,0,,1
2026-07-27,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,5670,XAF,Dangote,,0,0,,1
2026-07-27,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,CoinAfrique,scrape,191800,XAF,Hisense,Chine,0,0,,0
2026-07-27,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Mboppi,Relevés terrain Kobo,terrain,182200,XAF,Hisense,Chine,0,0,,1
2026-07-27,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,Jumia Cameroun,scrape,54000,XAF,Tecno,,0,0,,1
2026-07-27,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Jumia Cameroun,scrape,55900,XAF,Tecno,,0,0,,1
2026-07-27,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,56500,XAF,Tecno,,0,0,,0
2026-07-27,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Jumia Cameroun,scrape,53000,XAF,Tecno,,0,0,,1
2026-07-28,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,CoinAfrique,scrape,28300,XAF,Mémé,,0,0,,1
2026-07-28,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,28000,XAF,Mémé,,0,0,,1
2026-07-28,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,29000,XAF,Mémé,,0,0,,0
2026-07-28,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,29000,XAF,Mémé,,0,0,,0
2026-07-28,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,1840,XAF,Mayor,,0,1,,0
2026-07-28,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,CoinAfrique,scrape,1780,XAF,Mayor,,0,0,,0
2026-07-28,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,1790,XAF,Mayor,,0,0,,1
2026-07-28,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,1780,XAF,Mayor,,0,0,,0
2026-07-28,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,910,XAF,,,0,0,,1
2026-07-28,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,870,XAF,,,0,0,,0
2026-07-28,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,CoinAfrique,scrape,5630,XAF,Dangote,,0,0,,0
2026-07-28,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,Relevés terrain Kobo,terrain,5590,XAF,Dangote,,0,0,,0
2026-07-28,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,5650,XAF,Dangote,,0,0,,0
2026-07-28,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Mboppi,Jumia Cameroun,scrape,186000,XAF,Hisense,Chine,0,0,,0
2026-07-28,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,182500,XAF,Hisense,Chine,0,0,,0
2026-07-28,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,185400,XAF,Hisense,Chine,0,0,,1
2026-07-28,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,55000,XAF,Tecno,,0,0,,0
2026-07-29,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,28000,XAF,Mémé,,0,0,,1
2026-07-29,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,28200,XAF,Mémé,,0,0,,0
2026-07-29,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,27400,XAF,Mémé,,0,1,,0
2026-07-29,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,27900,XAF,Mémé,,0,0,,0
2026-07-29,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,1760,XAF,Mayor,,0,0,,1
2026-07-29,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,1830,XAF,Mayor,,0,0,,0
2026-07-29,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,1880,XAF,Mayor,,0,0,,1
2026-07-29,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,1740,XAF,Mayor,,0,0,,1
2026-07-29,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,910,XAF,,,0,0,,1
2026-07-29,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,950,XAF,,,0,0,,1
2026-07-29,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,860,XAF,,,0,0,,0
2026-07-29,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Jumia Cameroun,scrape,5550,XAF,Dangote,,0,0,,0
2026-07-29,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,5760,XAF,Dangote,,0,0,,1
2026-07-29,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,5590,XAF,Dangote,,0,0,,1
2026-07-29,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,CoinAfrique,scrape,5540,XAF,Dangote,,0,0,,1
2026-07-29,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,Jumia Cameroun,scrape,185400,XAF,Hisense,Chine,0,0,,0
2026-07-29,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,Jumia Cameroun,scrape,182200,XAF,Hisense,Chine,0,0,,1
2026-07-29,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,Jumia Cameroun,scrape,56000,XAF,Tecno,,0,0,,0
2026-07-29,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,CoinAfrique,scrape,55400,XAF,Tecno,,0,0,,0
2026-07-29,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,54700,XAF,Tecno,,0,0,,1
2026-07-29,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,57500,XAF,Tecno,,0,0,,0
2026-07-30,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,28100,XAF,Mémé,,0,0,,0
2026-07-30,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,28400,XAF,Mémé,,0,0,,0
2026-07-30,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,28400,XAF,Mémé,,0,0,,1
2026-07-30,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,1790,XAF,Mayor,,0,0,,0
2026-07-30,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,1820,XAF,Mayor,,0,0,,0
2026-07-30,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,920,XAF,,,0,0,,0
2026-07-30,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,960,XAF,,,0,0,,0
2026-07-30,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,CoinAfrique,scrape,5680,XAF,Dangote,,0,0,,0
2026-07-30,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,Relevés terrain Kobo,terrain,178900,XAF,Hisense,Chine,0,0,,0
2026-07-30,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,184900,XAF,Hisense,Chine,0,0,,1
2026-07-30,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,Relevés terrain Kobo,terrain,185800,XAF,Hisense,Chine,1,0,,0
2026-07-30,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,CoinAfrique,scrape,53500,XAF,Tecno,,0,0,,0
2026-07-30,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,CoinAfrique,scrape,57100,XAF,Tecno,,0,0,,0
2026-07-30,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,57900,XAF,Tecno,,0,0,,0
2026-07-30,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Relevés terrain Kobo,terrain,54700,XAF,Tecno,,0,0,,0
2026-07-31,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,28400,XAF,Mémé,,0,0,,1
2026-07-31,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,28300,XAF,Mémé,,0,0,,0
2026-07-31,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,28500,XAF,Mémé,,0,0,,1
2026-07-31,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,28600,XAF,Mémé,,0,0,,1
2026-07-31,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,29200,XAF,Mémé,,0,0,,1
2026-07-31,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,CoinAfrique,scrape,890,XAF,,,0,0,,1
2026-07-31,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,910,XAF,,,0,0,,0
2026-07-31,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,910,XAF,,,0,0,,0
2026-07-31,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,910,XAF,,,0,0,,0
2026-07-31,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Relevés terrain Kobo,terrain,5630,XAF,Dangote,,0,0,,1
2026-07-31,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,5830,XAF,Dangote,,0,0,,0
2026-07-31,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Jumia Cameroun,scrape,5540,XAF,Dangote,,0,0,,1
2026-07-31,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,Jumia Cameroun,scrape,189200,XAF,Hisense,Chine,0,0,,0
2026-07-31,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Mboppi,Jumia Cameroun,scrape,189000,XAF,Hisense,Chine,0,0,,0
2026-07-31,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,CoinAfrique,scrape,186700,XAF,Hisense,Chine,0,0,,1
2026-07-31,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,CoinAfrique,scrape,54600,XAF,Tecno,,0,1,remise MoMo -5%,0
2026-07-31,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Jumia Cameroun,scrape,56000,XAF,Tecno,,0,0,,0
2026-07-31,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,CoinAfrique,scrape,52700,XAF,Tecno,,0,0,,0
2026-07-31,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,55100,XAF,Tecno,,0,0,,0
2026-08-01,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,28000,XAF,Mémé,,0,0,,1
2026-08-01,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,1820,XAF,Mayor,,0,0,,0
2026-08-01,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,900,XAF,,,0,1,remise MoMo -5%,1
2026-08-01,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,930,XAF,,,0,0,,1
2026-08-01,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,920,XAF,,,0,0,,1
2026-08-01,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Relevés terrain Kobo,terrain,5590,XAF,Dangote,,0,0,,0
2026-08-01,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,Relevés terrain Kobo,terrain,5670,XAF,Dangote,,0,0,,0
2026-08-01,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,5820,XAF,Dangote,,0,0,,0
2026-08-01,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,5700,XAF,Dangote,,0,0,,0
2026-08-01,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Jumia Cameroun,scrape,5310,XAF,Dangote,,0,0,,1
2026-08-01,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,CoinAfrique,scrape,183800,XAF,Hisense,Chine,0,0,,0
2026-08-01,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,181500,XAF,Hisense,Chine,0,0,,0
2026-08-01,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,CoinAfrique,scrape,183000,XAF,Hisense,Chine,0,0,,1
2026-08-01,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,CoinAfrique,scrape,56300,XAF,Tecno,,0,0,,0
2026-08-01,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,55600,XAF,Tecno,,0,0,,0
2026-08-02,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,CoinAfrique,scrape,28100,XAF,Mémé,,0,0,,0
2026-08-02,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,28400,XAF,Mémé,,0,0,,0
2026-08-02,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,28100,XAF,Mémé,,0,0,,0
2026-08-02,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,1840,XAF,Mayor,,0,0,,0
2026-08-02,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,1800,XAF,Mayor,,0,0,,0
2026-08-02,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,1830,XAF,Mayor,,1,0,,1
2026-08-02,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,1880,XAF,Mayor,,0,0,,1
2026-08-02,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,1810,XAF,Mayor,,0,0,,0
2026-08-02,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,900,XAF,,,0,1,remise MoMo -5%,0
2026-08-02,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,900,XAF,,,0,0,,0
2026-08-02,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,920,XAF,,,0,0,,0
2026-08-02,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,5830,XAF,Dangote,,0,0,,0
2026-08-02,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Relevés terrain Kobo,terrain,5700,XAF,Dangote,,0,0,,1
2026-08-02,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,182800,XAF,Hisense,Chine,0,0,,0
2026-08-02,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,CoinAfrique,scrape,190100,XAF,Hisense,Chine,0,0,,1
2026-08-02,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,CoinAfrique,scrape,56000,XAF,Tecno,,0,0,,0
2026-08-02,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,54200,XAF,Tecno,,0,0,,1
2026-08-03,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,27900,XAF,Mémé,,0,0,,0
2026-08-03,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,CoinAfrique,scrape,28300,XAF,Mémé,,0,1,,1
2026-08-03,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,27800,XAF,Mémé,,0,0,,1
2026-08-03,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,CoinAfrique,scrape,1790,XAF,Mayor,,0,0,,0
2026-08-03,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,1830,XAF,Mayor,,0,0,,1
2026-08-03,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,1790,XAF,Mayor,,1,0,,1
2026-08-03,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,890,XAF,,,0,1,remise MoMo -5%,0
2026-08-03,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,Jumia Cameroun,scrape,196300,XAF,Hisense,Chine,0,0,,1
2026-08-03,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,182100,XAF,Hisense,Chine,0,0,,0
2026-08-03,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Relevés terrain Kobo,terrain,55200,XAF,Tecno,,0,0,,1
2026-08-03,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,CoinAfrique,scrape,55400,XAF,Tecno,,0,0,,0
